;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du.;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;Übrige;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du.;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;nan;nan;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
Bochum, kreisfreie Stadt;273708,0;206104,0;2644,0;203460,0;55601,0;77513,0;19755,0;14947,0;0,0;14102,0;20909,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;633,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1756,0;204348,0;50808,0;62661,0;20703,0;17130,0;0,0;21821,0;21364,0;1029,0;609,0;440,0;1995,0;261,0;2463,0;0,0;180,0;0,0;249,0;0,0;17,0;0,0;1071,0;0,0;0,0;300,0;316,0;55,0;206,0;0,0;0,0;0,0;0,0;174,0;229,0;267,0
Dortmund, kreisfreie Stadt;414616,0;299931,0;3516,0;296415,0;84161,0;115028,0;24116,0;20328,0;0,0;18094,0;29718,0;2091,0;0,0;2517,0;0,0;0,0;0,0;0,0;0,0;0,0;362,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2592,0;297339,0;72789,0;92937,0;28430,0;24892,0;0,0;32596,0;30707,0;1876,0;916,0;964,0;2601,0;273,0;3669,0;0,0;304,0;0,0;292,0;0,0;33,0;0,0;1868,0;0,0;0,0;392,0;469,0;109,0;289,0;0,0;0,0;0,0;0,0;217,0;336,0;380,0
Hagen, kreisfreie Stadt;132850,0;93998,0;1170,0;92828,0;26424,0;37236,0;5022,0;3237,0;0,0;7038,0;11406,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;199,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2266,0;828,0;93170,0;26297,0;27565,0;6948,0;4966,0;0,0;11050,0;11965,0;451,0;307,0;221,0;1016,0;97,0;742,0;0,0;131,0;0,0;123,0;0,0;7,0;0,0;699,0;0,0;0,0;69,0;85,0;27,0;113,0;0,0;0,0;0,0;0,0;77,0;118,0;96,0
Hamm, kreisfreie Stadt;126462,0;91617,0;1026,0;90591,0;32432,0;32719,0;5426,0;3616,0;0,0;5323,0;9403,0;1051,0;0,0;621,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;890,0;90727,0;27760,0;28500,0;6473,0;4761,0;0,0;9341,0;10105,0;496,0;279,0;283,0;684,0;56,0;616,0;0,0;83,0;0,0;42,0;0,0;10,0;0,0;741,0;0,0;0,0;75,0;75,0;14,0;77,0;0,0;0,0;0,0;0,0;42,0;114,0;100,0
Herne, kreisfreie Stadt;111999,0;78811,0;1510,0;77301,0;18533,0;32814,0;5771,0;3982,0;0,0;5269,0;10665,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;267,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;965,0;77846,0;18401,0;26894,0;6110,0;4146,0;0,0;7188,0;10827,0;524,0;309,0;183,0;858,0;50,0;695,0;0,0;93,0;0,0;119,0;0,0;24,0;0,0;939,0;0,0;0,0;78,0;83,0;13,0;71,0;0,0;0,0;0,0;0,0;52,0;106,0;83,0
Ennepe-Ruhr-Kreis, Landkreis;253040,0;193678,0;3831,0;189847,0;62797,0;70303,0;13827,0;14053,0;0,0;18864,0;5310,0;3565,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;767,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;361,0;1630,0;192048,0;53959,0;56750,0;14887,0;14849,0;0,0;24942,0;18847,0;1113,0;414,0;480,0;1756,0;240,0;1618,0;0,0;194,0;0,0;209,0;0,0;17,0;0,0;577,0;0,0;0,0;214,0;249,0;60,0;173,0;0,0;0,0;0,0;0,0;107,0;194,0;199,0
Hochsauerlandkreis, Landkreis;202768,0;154014,0;1399,0;152615,0;73185,0;41047,0;6452,0;6476,0;0,0;12893,0;11115,0;0,0;0,0;1447,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1200,0;152814,0;63651,0;34865,0;8183,0;7198,0;0,0;21919,0;12216,0;530,0;324,0;841,0;930,0;139,0;906,0;0,0;141,0;0,0;47,0;0,0;2,0;0,0;268,0;0,0;0,0;100,0;98,0;13,0;119,0;0,0;0,0;0,0;0,0;47,0;156,0;121,0
Märkischer Kreis, Landkreis;304554,0;219478,0;4391,0;215087,0;83430,0;77028,0;15407,0;8073,0;0,0;21786,0;7564,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1799,0;1949,0;217529,0;73881,0;56694,0;14195,0;10792,0;0,0;29128,0;24512,0;940,0;603,0;622,0;1827,0;362,0;1345,0;0,0;276,0;0,0;81,0;0,0;19,0;0,0;1078,0;0,0;0,0;189,0;202,0;30,0;220,0;0,0;0,0;0,0;0,0;92,0;271,0;170,0
Olpe, Landkreis;102708,0;78538,0;772,0;77766,0;42442,0;17561,0;2903,0;2453,0;0,0;6665,0;5742,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;556,0;77982,0;36574,0;15768,0;3437,0;3134,0;0,0;10958,0;6023,0;295,0;166,0;170,0;410,0;91,0;414,0;0,0;51,0;0,0;15,0;0,0;8,0;0,0;133,0;0,0;0,0;42,0;64,0;12,0;52,0;0,0;0,0;0,0;0,0;28,0;69,0;68,0
Siegen-Wittgenstein, Landkreis;212912,0;162306,0;1605,0;160701,0;64484,0;48560,0;9554,0;6885,0;0,0;11742,0;15728,0;0,0;0,0;0,0;0,0;1002,0;2190,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;556,0;1347,0;160959,0;54648,0;42551,0;12624,0;8857,0;0,0;19125,0;17154,0;566,0;411,0;410,0;1116,0;578,0;1442,0;0,0;145,0;0,0;41,0;0,0;7,0;0,0;492,0;0,0;0,0;122,0;131,0;33,0;142,0;0,0;0,0;0,0;0,0;93,0;130,0;141,0
Soest, Landkreis;232301,0;174364,0;1872,0;172492,0;73595,0;50458,0;9756,0;9459,0;0,0;13681,0;15311,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;232,0;1290,0;173074,0;62764,0;43184,0;11702,0;10723,0;0,0;23296,0;16165,0;634,0;310,0;387,0;1207,0;149,0;1183,0;0,0;159,0;0,0;40,0;0,0;11,0;0,0;184,0;0,0;0,0;168,0;183,0;28,0;168,0;0,0;0,0;0,0;0,0;78,0;176,0;175,0
Unna, Landkreis;306624,0;230738,0;2376,0;228362,0;74720,0;87017,0;12571,0;13393,0;0,0;14282,0;21868,0;2385,0;0,0;1559,0;0,0;0,0;0,0;0,0;0,0;0,0;161,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;406,0;2150,0;228588,0;64412,0;75172,0;15677,0;14431,0;0,0;25533,0;23652,0;1252,0;731,0;883,0;2028,0;169,0;1700,0;0,0;255,0;0,0;156,0;0,0;27,0;0,0;1360,0;0,0;0,0;156,0;188,0;43,0;210,0;0,0;0,0;0,0;0,0;106,0;246,0;201,0
Darmstadt, kreisfreie Stadt;106512,0;83759,0;1129,0;82630,0;21960,0;22739,0;9062,0;16351,0;0,0;4938,0;6442,0;0,0;0,0;863,0;0,0;0,0;0,0;0,0;0,0;0,0;275,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;818,0;82941,0;19753,0;17127,0;10828,0;15255,0;0,0;8868,0;6930,0;712,0;127,0;354,0;667,0;277,0;1341,0;0,0;0,0;0,0;88,0;21,0;0,0;0,0;0,0;0,0;0,0;268,0;0,0;32,0;141,0;0,0;0,0;0,0;0,0;0,0;0,0;152,0
Frankfurt am Main, kreisfreie Stadt;423717,0;317234,0;3616,0;313618,0;98884,0;82944,0;29457,0;38622,0;0,0;27062,0;25925,0;2195,0;0,0;2333,0;0,0;0,0;5714,0;0,0;0,0;0,0;385,0;0,0;97,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3234,0;314000,0;82952,0;63254,0;37238,0;45890,0;0,0;44325,0;27079,0;1454,0;580,0;1461,0;2976,0;561,0;3820,0;0,0;0,0;0,0;248,0;61,0;0,0;0,0;0,0;0,0;0,0;766,0;0,0;144,0;575,0;0,0;0,0;0,0;0,0;0,0;0,0;616,0
Offenbach am Main, kreisfreie Stadt;66812,0;45148,0;830,0;44318,0;14033,0;12339,0;4643,0;4160,0;0,0;2682,0;5112,0;613,0;0,0;601,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;135,0;0,0;0,0;0,0;0,0;0,0;0,0;773,0;44375,0;12077,0;10550,0;5197,0;4689,0;0,0;4343,0;5339,0;310,0;128,0;289,0;456,0;61,0;580,0;0,0;0,0;0,0;31,0;11,0;0,0;0,0;0,0;0,0;0,0;113,0;0,0;22,0;91,0;0,0;0,0;0,0;0,0;0,0;0,0;88,0
Wiesbaden, kreisfreie Stadt;189372,0;139775,0;1810,0;137965,0;47309,0;39396,0;10558,0;12321,0;0,0;9693,0;14417,0;841,0;0,0;1467,0;0,0;0,0;1963,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1546,0;138229,0;40022,0;29247,0;13160,0;16286,0;0,0;18400,0;15496,0;578,0;222,0;943,0;1196,0;297,0;1360,0;0,0;0,0;0,0;75,0;54,0;0,0;0,0;0,0;0,0;0,0;341,0;0,0;26,0;273,0;0,0;0,0;0,0;0,0;0,0;0,0;253,0
Bergstraße, Landkreis;198418,0;156082,0;2343,0;153739,0;59781,0;41408,0;8511,0;11747,0;0,0;11711,0;19153,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1428,0;1988,0;154094,0;51088,0;34435,0;10197,0;13595,0;0,0;18196,0;19923,0;688,0;545,0;1227,0;1793,0;254,0;1261,0;0,0;0,0;0,0;57,0;48,0;0,0;0,0;0,0;0,0;0,0;243,0;0,0;27,0;298,0;0,0;0,0;0,0;0,0;0,0;0,0;219,0
Darmstadt-Dieburg, Landkreis;215017,0;171253,0;2666,0;168587,0;56956,0;53313,0;10925,0;15269,0;0,0;11471,0;17500,0;0,0;0,0;2607,0;0,0;0,0;0,0;0,0;0,0;0,0;215,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;331,0;2225,0;169028,0;51942,0;40312,0;13477,0;17960,0;0,0;18654,0;18761,0;963,0;537,0;1363,0;1815,0;401,0;1480,0;0,0;0,0;0,0;145,0;32,0;0,0;0,0;0,0;0,0;0,0;322,0;0,0;123,0;438,0;0,0;0,0;0,0;0,0;0,0;0,0;303,0
Groß-Gerau, Landkreis;174727,0;133318,0;2461,0;130857,0;45963,0;42342,0;8729,0;8877,0;0,0;7358,0;14805,0;0,0;0,0;2507,0;0,0;0,0;0,0;0,0;0,0;0,0;276,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2138,0;131180,0;39950,0;33318,0;10755,0;11862,0;0,0;12645,0;15943,0;962,0;403,0;1387,0;1463,0;201,0;1192,0;0,0;0,0;0,0;124,0;42,0;0,0;0,0;0,0;0,0;0,0;244,0;0,0;81,0;386,0;0,0;0,0;0,0;0,0;0,0;0,0;222,0
Hochtaunuskreis, Landkreis;164970,0;135474,0;1695,0;133779,0;55089,0;27741,0;7364,0;13073,0;0,0;16166,0;12682,0;0,0;0,0;1664,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1374,0;134100,0;45571,0;23468,0;8420,0;14373,0;0,0;23674,0;13681,0;410,0;277,0;830,0;1533,0;216,0;945,0;0,0;0,0;0,0;27,0;22,0;0,0;0,0;0,0;0,0;0,0;228,0;0,0;23,0;193,0;0,0;0,0;0,0;0,0;0,0;0,0;209,0
Main-Kinzig-Kreis, Landkreis;299541,0;229506,0;3741,0;225765,0;81619,0;66277,0;13305,0;13222,0;0,0;14129,0;31064,0;0,0;1002,0;3242,0;0,0;0,0;1905,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3325,0;226181,0;69798,0;52770,0;16132,0;17961,0;0,0;24860,0;33270,0;934,0;1159,0;1973,0;3166,0;428,0;2068,0;0,0;0,0;0,0;85,0;62,0;0,0;0,0;0,0;0,0;0,0;371,0;0,0;84,0;656,0;0,0;0,0;0,0;0,0;0,0;0,0;404,0
Main-Taunus-Kreis, Landkreis;166249,0;135107,0;1787,0;133320,0;55614,0;29467,0;6924,0;12277,0;0,0;13464,0;13210,0;0,0;0,0;2364,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1519,0;133588,0;46032,0;24836,0;8304,0;14170,0;0,0;20942,0;14099,0;497,0;303,0;1191,0;1248,0;302,0;1034,0;0,0;0,0;0,0;30,0;23,0;0,0;0,0;0,0;0,0;0,0;179,0;0,0;22,0;186,0;0,0;0,0;0,0;0,0;0,0;0,0;190,0
Odenwaldkreis, Landkreis;70995,0;54381,0;1001,0;53380,0;17910,0;17307,0;3537,0;3749,0;0,0;3187,0;6654,0;0,0;0,0;746,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;290,0;939,0;53442,0;16673,0;14382,0;4129,0;3903,0;0,0;5021,0;6985,0;192,0;200,0;407,0;633,0;103,0;416,0;0,0;0,0;0,0;48,0;5,0;0,0;0,0;0,0;0,0;0,0;89,0;0,0;27,0;143,0;0,0;0,0;0,0;0,0;0,0;0,0;86,0
Offenbach, Landkreis;237902,0;186521,0;2847,0;183674,0;71576,0;43611,0;11552,0;15837,0;0,0;15020,0;20913,0;973,0;0,0;3466,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;387,0;0,0;0,0;0,0;0,0;0,0;339,0;2409,0;184112,0;60710,0;37302,0;13571,0;18015,0;0,0;24327,0;21947,0;953,0;511,0;1656,0;1982,0;356,0;1614,0;0,0;0,0;0,0;68,0;38,0;0,0;0,0;0,0;0,0;0,0;338,0;0,0;51,0;327,0;0,0;0,0;0,0;0,0;0,0;0,0;346,0
Rheingau-Taunus-Kreis, Landkreis;138563,0;111448,0;1453,0;109995,0;44860,0;29153,0;6148,0;8358,0;0,0;8737,0;10749,0;0,0;0,0;1990,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1224,0;110224,0;36763,0;22846,0;7312,0;10754,0;0,0;15157,0;12802,0;368,0;243,0;985,0;1195,0;183,0;968,0;0,0;0,0;0,0;28,0;21,0;0,0;0,0;0,0;0,0;0,0;205,0;0,0;22,0;183,0;0,0;0,0;0,0;0,0;0,0;0,0;189,0
Wetteraukreis, Landkreis;225174,0;175698,0;2504,0;173194,0;62357,0;50345,0;8804,0;13236,0;0,0;13231,0;20195,0;0,0;1406,0;3620,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2198,0;173500,0;54642,0;40070,0;11672,0;15588,0;0,0;21304,0;21335,0;696,0;1465,0;1867,0;2083,0;285,0;1482,0;0,0;0,0;0,0;32,0;38,0;0,0;0,0;0,0;0,0;0,0;296,0;0,0;30,0;313,0;0,0;0,0;0,0;0,0;0,0;0,0;302,0
Gießen, Landkreis;199159,0;153223,0;2152,0;151071,0;51468,0;43284,0;9785,0;13030,0;0,0;11949,0;16916,0;0,0;483,0;2991,0;0,0;0,0;199,0;0,0;0,0;0,0;378,0;0,0;0,0;0,0;0,0;0,0;219,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;369,0;1891,0;151332,0;44416,0;35881,0;13137,0;15509,0;0,0;16085,0;18292,0;623,0;604,0;2017,0;1453,0;374,0;1922,0;0,0;0,0;0,0;112,0;40,0;0,0;0,0;0,0;0,0;0,0;262,0;0,0;120,0;235,0;0,0;0,0;0,0;0,0;0,0;0,0;250,0
Lahn-Dill-Kreis, Landkreis;190754,0;140329,0;2171,0;138158,0;53942,0;40483,0;6366,0;7744,0;0,0;8487,0;16345,0;0,0;730,0;1577,0;0,0;0,0;1825,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;659,0;1986,0;138343,0;46885,0;33964,0;9119,0;9342,0;0,0;13230,0;19258,0;491,0;850,0;1391,0;1308,0;336,0;1294,0;0,0;0,0;0,0;34,0;28,0;0,0;0,0;0,0;0,0;0,0;220,0;0,0;46,0;386,0;0,0;0,0;0,0;0,0;0,0;0,0;161,0
Limburg-Weilburg, Landkreis;129367,0;98560,0;1531,0;97029,0;40061,0;24794,0;5401,0;5654,0;0,0;6864,0;11192,0;0,0;0,0;3063,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1379,0;97181,0;34318,0;22187,0;6099,0;6802,0;0,0;11161,0;12344,0;318,0;345,0;1171,0;1102,0;95,0;752,0;0,0;0,0;0,0;19,0;16,0;0,0;0,0;0,0;0,0;0,0;160,0;0,0;13,0;127,0;0,0;0,0;0,0;0,0;0,0;0,0;152,0
Marburg-Biedenkopf, Landkreis;183296,0;142365,0;1799,0;140566,0;46888,0;50214,0;11557,0;8989,0;0,0;6044,0;14378,0;0,0;0,0;2005,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;491,0;1579,0;140786,0;42377,0;37202,0;14420,0;13088,0;0,0;12191,0;16125,0;527,0;357,0;950,0;1148,0;312,0;1296,0;0,0;0,0;0,0;45,0;33,0;0,0;0,0;0,0;0,0;0,0;297,0;0,0;64,0;180,0;0,0;0,0;0,0;0,0;0,0;0,0;174,0
Vogelsbergkreis, Landkreis;85245,0;64773,0;1326,0;63447,0;23398,0;18591,0;3378,0;3560,0;0,0;4019,0;8949,0;0,0;374,0;1101,0;0,0;0,0;0,0;0,0;0,0;0,0;27,0;0,0;0,0;0,0;0,0;0,0;15,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,0;1463,0;63310,0;20310,0;16648,0;4244,0;4226,0;0,0;6160,0;8933,0;180,0;418,0;821,0;585,0;87,0;377,0;0,0;0,0;0,0;12,0;12,0;0,0;0,0;0,0;0,0;0,0;108,0;0,0;13,0;94,0;0,0;0,0;0,0;0,0;0,0;0,0;82,0
Kassel, kreisfreie Stadt;140832,0;102778,0;1480,0;101298,0;25769,0;33382,0;10651,0;11618,0;0,0;5828,0;9753,0;860,0;0,0;831,0;0,0;0,0;1683,0;0,0;0,0;0,0;244,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;679,0;1389,0;101389,0;23945,0;25872,0;13805,0;13917,0;0,0;9038,0;10083,0;549,0;243,0;622,0;944,0;162,0;1203,0;0,0;0,0;0,0;145,0;17,0;0,0;0,0;0,0;0,0;0,0;376,0;0,0;47,0;258,0;0,0;0,0;0,0;0,0;0,0;0,0;163,0
Fulda, Landkreis;169854,0;131311,0;2086,0;129225,0;61215,0;23181,0;5934,0;7378,0;0,0;6644,0;23379,0;0,0;428,0;1066,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2612,0;128699,0;52627,0;20829,0;7163,0;8594,0;0,0;14021,0;20794,0;352,0;511,0;756,0;1040,0;299,0;1020,0;0,0;0,0;0,0;29,0;21,0;0,0;0,0;0,0;0,0;0,0;197,0;0,0;26,0;250,0;0,0;0,0;0,0;0,0;0,0;0,0;170,0
Hersfeld-Rotenburg, Landkreis;94380,0;71926,0;1242,0;70684,0;22339,0;28387,0;3459,0;2372,0;0,0;3241,0;9933,0;0,0;0,0;953,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1245,0;70681,0;21175,0;22419,0;4280,0;3628,0;0,0;6242,0;10382,0;227,0;402,0;583,0;550,0;55,0;433,0;0,0;0,0;0,0;21,0;16,0;0,0;0,0;0,0;0,0;0,0;76,0;0,0;12,0;105,0;0,0;0,0;0,0;0,0;0,0;0,0;75,0
Kassel, Landkreis;189184,0;148771,0;2521,0;146250,0;43511,0;58676,0;8962,0;8246,0;0,0;8519,0;15522,0;362,0;0,0;1637,0;0,0;0,0;497,0;0,0;0,0;0,0;69,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;249,0;2376,0;146395,0;40689,0;49005,0;10820,0;10668,0;0,0;13247,0;16599,0;548,0;424,0;1075,0;1495,0;129,0;971,0;0,0;0,0;0,0;69,0;24,0;0,0;0,0;0,0;0,0;0,0;235,0;0,0;21,0;219,0;0,0;0,0;0,0;0,0;0,0;0,0;157,0
Schwalm-Eder-Kreis, Landkreis;143270,0;111857,0;2067,0;109790,0;31852,0;43408,0;5970,0;6084,0;0,0;6593,0;13056,0;0,0;0,0;2827,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2109,0;109748,0;30829,0;35770,0;7071,0;7199,0;0,0;9827,0;14122,0;385,0;511,0;1692,0;1035,0;90,0;740,0;0,0;0,0;0,0;22,0;15,0;0,0;0,0;0,0;0,0;0,0;148,0;0,0;25,0;136,0;0,0;0,0;0,0;0,0;0,0;0,0;131,0
